"ID";"label"
"nodebb2a4b92a124482eb8d10ad97e5a660.html-samsung galaxy s4 mini 16gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-samsung galaxy s6 32gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nokia lumia 521";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nexus 5 32gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-samsung galaxy s5 mini 16gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-samsung galaxy s4 32gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nexus 6p 64gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-sony xperia z3 compact";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-iphone 4s 8gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-lg g5";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-lg g4";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-iphone 5s 16gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-iphone 4 16gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-iphone 5c 32gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nokia lumia 530";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-samsung galaxy s6 edge+";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nexus 5 16gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-sony xperia z";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-htc one s";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-iphone 6 plus 128gb";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nokia lumia 900";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-htc one x";0.0
"nodebb2a4b92a124482eb8d10ad97e5a660.html-nokia lumia 820";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s6 edge 128gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 1020";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s5 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s6 edge 64gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-sony xperia z5 premium";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 4 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 5s 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-htc one m8";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-htc one m9";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-sony xperia z5 aqua";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 635";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s4 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 5 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 4s 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nexus 6p 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-sony xperia c5 ultra";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s4 mini 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 520";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nexus 5 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s5 mini 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 920";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s4 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-sony xperia z3 compact";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 4s 8gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 5s 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 4 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 5c 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 530";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nexus 6p 128gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s6 edge+";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 5 32gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-samsung galaxy s6 edge 32gb";1.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 4s 64gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nexus 5 16gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-sony xperia z";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-htc one s";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-htc one v";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-iphone 6 plus 128gb";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 900";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-htc one x";0.0
"node9a9c8d58b92aecefe4201d66322d8dbb.html-nokia lumia 820";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s6 edge 128gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 1020";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s5 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s6 edge 64gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 4 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 5s 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-htc one m8";0.0
"nodea0f49b2954c928a332dbcf270897b.html-htc one m9";0.0
"nodea0f49b2954c928a332dbcf270897b.html-sony xperia z5 aqua";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 635";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s4 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 6 64gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 5 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 4s 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-sony xperia c5 ultra";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 925";0.0
"nodea0f49b2954c928a332dbcf270897b.html-sony xperia z3";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s4 mini 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s6 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 521";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nexus 5 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s5 mini 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 920";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s4 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nexus 6p 64gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-lg g5";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 5s 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 4 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 5c 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 530";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nexus 6p 128gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s6 edge+";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 5 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-samsung galaxy s6 edge 32gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 4s 64gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-sony xperia z";0.0
"nodea0f49b2954c928a332dbcf270897b.html-htc one s";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 6 16gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-htc one v";0.0
"nodea0f49b2954c928a332dbcf270897b.html-iphone 6 plus 128gb";0.0
"nodea0f49b2954c928a332dbcf270897b.html-nokia lumia 900";0.0
"nodea0f49b2954c928a332dbcf270897b.html-htc one x";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s6 edge 128gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 1020";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s5 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia z5 premium";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 4 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 5s 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-htc one m9";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia z5 aqua";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 635";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s4 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 6 64gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 5 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 4s 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nexus 6p 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia c5 ultra";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 925";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia z3";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s4 mini 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s6 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 520";0.0
"node7673afeef1917212acddb0866dc9dab.html-nexus 5 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s5 mini 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 920";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s4 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nexus 6p 64gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia z3 compact";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 4s 8gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-lg g4";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 5s 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 4 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 5c 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 530";0.0
"node7673afeef1917212acddb0866dc9dab.html-nexus 6p 128gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s6 edge+";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 5 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-samsung galaxy s6 edge 32gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 4s 64gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nexus 5 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-sony xperia z";0.0
"node7673afeef1917212acddb0866dc9dab.html-htc one s";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 6 16gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-htc one v";0.0
"node7673afeef1917212acddb0866dc9dab.html-iphone 6 plus 128gb";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 900";0.0
"node7673afeef1917212acddb0866dc9dab.html-nokia lumia 820";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s6 edge 128gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s5 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-sony xperia z5 premium";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 4 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 5s 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-htc one m8";0.0
"nodee04c1db5d9967d46789681621f975f18.html-htc one m9";0.0
"nodee04c1db5d9967d46789681621f975f18.html-sony xperia z5 aqua";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s4 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 6 64gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 4s 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nexus 6p 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-sony xperia c5 ultra";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 925";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s4 mini 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 520";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s5 mini 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 920";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s4 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nexus 6p 64gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-lg g5";0.0
"nodee04c1db5d9967d46789681621f975f18.html-lg g4";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 5s 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 4 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 5c 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 530";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nexus 6p 128gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 5 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-samsung galaxy s6 edge 32gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 4s 64gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nexus 5 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-sony xperia z";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 6 16gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-htc one v";0.0
"nodee04c1db5d9967d46789681621f975f18.html-iphone 6 plus 128gb";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 900";0.0
"nodee04c1db5d9967d46789681621f975f18.html-htc one x";0.0
"nodee04c1db5d9967d46789681621f975f18.html-nokia lumia 820";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s6 edge 128gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 1020";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s5 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-sony xperia z5 premium";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 5s 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-htc one m9";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-sony xperia z5 aqua";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 635";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s4 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 6 64gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 5 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 4s 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nexus 6p 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-sony xperia c5 ultra";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s4 mini 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s6 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 521";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 520";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nexus 5 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s5 mini 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 920";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s4 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nexus 6p 64gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-sony xperia z3 compact";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 4s 8gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-lg g4";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 5s 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 4 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 5c 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 530";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nexus 6p 128gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s6 edge+";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 5 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-samsung galaxy s6 edge 32gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-sony xperia z";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-htc one s";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 6 16gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-htc one v";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-iphone 6 plus 128gb";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 900";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-htc one x";0.0
"nodeba5c9cea7ab352df341773c2c7e6389e.html-nokia lumia 820";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s6 edge 128gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 1020";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s5 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s6 edge 64gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 4 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 5s 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-htc one m8";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-htc one m9";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 635";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s4 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 6 64gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 5 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 4s 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nexus 6p 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-sony xperia z3";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s4 mini 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 521";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 520";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nexus 5 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s5 mini 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 920";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s4 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-sony xperia z3 compact";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 4s 8gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-lg g4";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 5s 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 5c 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 530";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nexus 6p 128gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s6 edge+";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 5 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-samsung galaxy s6 edge 32gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 4s 64gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nexus 5 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-sony xperia z";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-htc one s";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 6 16gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-htc one v";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-iphone 6 plus 128gb";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-htc one x";0.0
"node3265eaf1c1a84eec2eaef18799a2f1a.html-nokia lumia 820";0.0
"node1dc0516c4be7c8e259811a6543954970.html-samsung galaxy s6 edge 128gb";0.0
"node1dc0516c4be7c8e259811a6543954970.html-nokia lumia 1020";0.0
"node1dc0516c4be7c8e259811a6543954970.html-samsung galaxy s5 16gb";0.0
"node1dc0516c4be7c8e259811a6543954970.html-samsung galaxy s6 edge 64gb";0.0
"node1dc0516c4be7c8e259811a6543954970.html-sony xperia z5 premium";0.0
"node1dc0516c4be7c8e259811a6543954970.html-iphone 4 32gb";0.0
"node1dc0516c4be7c8e259811a6543954970.html-htc one m8";0.0
"node1dc0516c4be7c8e259811a6543954970.html-htc one m9";0.0
"node1dc0516c4be7c8e259811a6543954970.html-sony xperia z5 aqua";0.0
"node1dc0516c4be7c8e259811a6543954970.html-nokia lumia 635";0.0
