"v2.0";-1.246110913053801E-6
"hotspot";-1.246110913053801E-6
"js9000";-1.214419039038811E-6
"tv'";-1.2024958730280297E-6
"consol";-1.1514975364353778E-6
"pack";-1.130653278834902E-6
"organ";-1.1087116337190651E-6
"superl";-1.0920160302068107E-6
"happen";-1.0691859876205134E-6
"second";-1.0392003547093735E-6
"att";-1.031808858782332E-6
"facetim";-1.0315629722753216E-6
"l";-9.98623525644629E-7
"hulu";-9.952182363286936E-7
"outsid";-9.915881120474423E-7
"better";-9.673079702822982E-7
"where";-9.662082629882662E-7
"53.7";-9.458104770279302E-7
"00";-9.217113112194663E-7
"run";-9.11431954458454E-7
"surround";-9.08257442078491E-7
"automat";-8.748859854108696E-7
"that'";-8.431384262979344E-7
"se846";-8.248325334633561E-7
"insul";-8.146737269541858E-7
"turn";-7.947714915476547E-7
"cl";-7.732783421469935E-7
"predict";-7.69350864615213E-7
"transit";-7.551578308186884E-7
"virtual";-7.526286832674686E-7
"green";-7.363020245441422E-7
"earpad";-7.175563716158352E-7
"verizon";-7.107448102318392E-7
"hdtv";-7.013609902420718E-7
"compat";-6.725818394075287E-7
"52.7";-6.703084945097225E-7
"definit";-6.56311683927286E-7
"1.4";-6.460915394173293E-7
"sever";-6.361399966005842E-7
"you'd";-6.361399966005842E-7
"partner";-6.361399966005842E-7
"nativ";-6.118033402512254E-7
"transduc";-6.05967750430883E-7
"amount";-5.946881347139172E-7
"178";-5.490122859965111E-7
"defens";-5.475335050469859E-7
"goe";-4.565460090753022E-7
"background";-4.0822504191536E-7
"receiv";-3.6726926348426944E-7
"vibrant";-3.029260044438986E-7
"paus";-3.0202504641797533E-7
"card";-2.9034333766451807E-7
"chang";-2.7768722213642686E-7
"dt";-2.2198660861741192E-7
"gram";-2.1839854025491932E-7
"architectur";-2.1708982296873944E-7
"8gb";-2.0884702097746788E-7
"120hz";-1.2918606786579804E-7
"mbp";-1.0187276695838594E-7
"mix";-1.0852921984815538E-8
"copper";-6.028283714467871E-9
"nfc";-7.799160118724877E-10
"polycarbon";0.0
"calend";0.0
"cellular";0.0
"un55ju7100f";0.0
"cec";0.0
"32.6";0.0
"32.5";0.0
"6.3";0.0
"32.9";0.0
"wise";0.0
"fantast";0.0
"medium";0.0
"lens";0.0
"pioneer";0.0
"41.9";0.0
"crisper";0.0
"fuel";0.0
"tx100u";0.0
"wake";0.0
"3.06";0.0
"jelli";0.0
"6350";0.0
"gener";0.0
"anim";0.0
"q701";0.0
"latest";0.0
"team";0.0
"quit";0.0
"28.7";0.0
"actual";0.0
"page";0.0
"awai";0.0
"shadow";0.0
"37.2";0.0
"log";0.0
"minimalist";0.0
"59.1";0.0
"24.3";0.0
"allshar";0.0
"46.3";0.0
"intellig";0.0
"33.3";0.0
"descript";0.0
"33.7";0.0
"releas";0.0
"20.7mp";0.0
"under";0.0
"20.7";0.0
"amazingli";0.0
"k612";0.0
"0.42";0.0
"qhd";0.0
"g925f";0.0
"amber";0.0
"host";0.0
"un50eh5300";0.0
"2.5mm";0.0
"15";0.0
"28";0.0
"mid";0.0
"everydai";0.0
"though";0.0
"k272";0.0
"41";0.0
"44";0.0
"genuin";0.0
"142.1";0.0
"2915";0.0
"iei";0.0
"smarter";0.0
"prepaid";0.0
"price";0.0
"un55js8500f";0.0
"slate";0.0
"itself";0.0
"fall";0.0
"nice";0.0
"23mp";0.0
"12.1";0.0
"12.9";0.0
"infus";0.0
"69.7";0.0
"k701";0.0
"furthermor";0.0
"801";0.0
"2.5ghz";0.0
"21.8";0.0
"learn";0.0
"820";0.0
"sonic";0.0
"respect";0.0
"vob";0.0
"4.1";0.0
"sweat";0.0
"j6300";0.0
"homescreen";0.0
"shape";0.0
"70x850b";0.0
"characterist";0.0
"anyon";0.0
"tone";0.0
"honestli";0.0
"rmf";0.0
"rmt";0.0
"40lf6300";0.0
"todai";0.0
"collect";0.0
"gear";0.0
"rom";0.0
"61.7";0.0
"61.9";0.0
"0.6";0.0
"23.15";0.0
"70.1";0.0
"nest";0.0
"hd595";0.0
"notabl";0.0
"5.47";0.0
"factor";0.0
"hd555";0.0
"23.81";0.0
"epic";0.0
"79x900b";0.0
"slide";0.0
"48.9";0.0
"what'";0.0
"beautifulli";0.0
"35.3";0.0
"35.1";0.0
"35.9";0.0
"weigh";0.0
"57.4";0.0
"connectshar";0.0
"parent";0.0
"22.4";0.0
"selfi";0.0
"49uf6400";0.0
"spaciou";0.0
"1366";0.0
"showcas";0.0
"offic";0.0
"sgh";0.0
"5.3";0.0
"un55hu8500";0.0
"select";0.0
"amplifi";0.0
"ofc";0.0
"expans";0.0
"split";0.0
"hifi";0.0
"dive";0.0
"100";0.0
"595";0.0
"118";0.0
"modular";0.0
"18.5";0.0
"current";0.0
"disturb";0.0
"6.07";0.0
"solut";0.0
"172";0.0
"27.1";0.0
"185";0.0
"z3";0.0
"49.1";0.0
"contract";0.0
"stabilis";0.0
"packag";0.0
"vs986";0.0
"ground";0.0
"8mp";0.0
"23.8";0.0
"greatest";0.0
"intens";0.0
"exce";1.548476439814728E-8
"environ";1.548476439814728E-8
"convert";2.1237139186114362E-8
"29.9";2.3619676822912716E-8
"name";2.8493688411766218E-8
"doe";2.9160745202870195E-8
"construct";8.885364696006176E-8
"1.0";1.5674000708390395E-7
"1.8";1.5674000708390395E-7
"30";1.639026119778001E-7
"5mp";1.9565803583213026E-7
"os";2.1019639808255689E-7
"mobil";2.2264855918281159E-7
"portrait";2.2971202034722388E-7
"2.98";2.39633242563389E-7
"6.08";2.39633242563389E-7
"build";2.440440294714137E-7
"yourself";2.56284051286089E-7
"spec";2.6781855911155894E-7
"300";2.855206151924916E-7
"i";2.884573176981228E-7
"uf6400";3.189876558347404E-7
"evolut";3.2520423448672666E-7
"lit";3.2524920167602286E-7
"hevc";3.6833839458117607E-7
"explor";3.914909789712144E-7
"wider";3.9609405648455276E-7
"portrai";4.5112445026286585E-7
"27.8";4.599122052342269E-7
"volum";4.6100926237878153E-7
"4.9";4.7247017733327004E-7
"49";4.958468481592118E-7
"caption";5.009007732429543E-7
"illumin";5.011892566411484E-7
"slim";5.089626326200761E-7
"note";5.540110978575369E-7
"hd600";5.615476596151914E-7
"43.7";5.758859055821341E-7
"s";6.238820239797026E-7
"686g";6.302468986959838E-7
"suhd";6.421031927246815E-7
"re";6.495012001913066E-7
"width";6.651907339715393E-7
"connector";6.655166664981671E-7
"incorpor";6.754332351754933E-7
"dure";6.794620103500737E-7
"grei";6.81662289839062E-7
"smooth";6.955699490968081E-7
"why";7.063821980966877E-7
"daili";7.11717764527095E-7
"remot";7.21089376463013E-7
"ad";7.25344569035228E-7
"sm";7.308731241831984E-7
"launch";7.393194077098429E-7
"possibl";7.560682581623374E-7
"singl";7.83567108406819E-7
"mechan";8.062052739175526E-7
"charg";8.113035599120123E-7
"list";8.486465983798234E-7
"23";8.519464005365615E-7
"extern";8.686976387091774E-7
"craft";8.848153762040963E-7
"y";8.9565597373659E-7
"field";8.966376355243636E-7
"tune";8.972064150115228E-7
"panel";9.228719042376002E-7
"about";9.570037971950158E-7
"two";9.68492529016332E-7
"check";9.88215599983177E-7
"logo";9.931638511993682E-7
"lower";9.998617991969821E-7
"coupl";1.0012212636352751E-6
"damag";1.0104057814244721E-6
"sensit";1.010917238147488E-6
"road";1.0226542099187053E-6
"capabl";1.0328850182228912E-6
"circumaur";1.0708264115426476E-6
"5.0";1.086011639184919E-6
"pressur";1.0988972976073595E-6
"auto";1.1093645422351629E-6
"superb";1.1496210323585533E-6
"38.4";1.1611125009969737E-6
"wherev";1.1767695704493347E-6
"76.1";1.1911162191144062E-6
"148.9";1.1911162191144062E-6
"through";1.1979250516577604E-6
"thing";1.2162773545022765E-6
"email";1.2288032648550043E-6
"m";1.2506340096487666E-6
"pink";1.2611962571118128E-6
"brighter";1.2740493725673426E-6
"part";1.2789225698452361E-6
"2.7";1.2883910229012922E-6
"6.1";1.2915866062042022E-6
"express";1.3046898503713185E-6
"theater";1.3048201548083473E-6
"captiv";1.3110139350739486E-6
"unbeat";1.3177984828100647E-6
"greater";1.3297236935418716E-6
"earphon";1.332724458094365E-6
"70";1.3487951734413896E-6
"cd";1.3683267451130264E-6
"speed";1.3761448441171505E-6
"ambient";1.3919394942248217E-6
"convent";1.4097315664025399E-6
"grip";1.4202552975593752E-6
"808";1.4588260617216017E-6
"exyno";1.4592739378720185E-6
"be";1.4658514391355712E-6
"magic";1.4673655843490396E-6
"oxygen";1.4705460659632241E-6
"x850c";1.4805791691405905E-6
"storag";1.4987758691410123E-6
"exception";1.5117342716549765E-6
"26.4";1.5117342716549765E-6
"44.9";1.5117342716549765E-6
"deep";1.5199062025281207E-6
"function";1.5369660457827637E-6
"rear";1.5506524829477956E-6
"vga";1.5568358347518851E-6
"seriou";1.5631711077751303E-6
"talk";1.5846017070973457E-6
"never";1.5877780875604708E-6
"2.2";1.5909885472877461E-6
"surf";1.595256587677789E-6
"import";1.6051106740744335E-6
"mov";1.6188813529652703E-6
"wmv";1.6188813529652703E-6
"market";1.6375824029102662E-6
"brilliant";1.6402933479396449E-6
"11";1.6425525052975306E-6
"sapphir";1.666514672247956E-6
"someth";1.673329519162603E-6
"lollipop";1.6883063978055391E-6
"kwh";1.7157517942135861E-6
"titan";1.7246628716803287E-6
"made";1.7421554419812246E-6
"withstand";1.7439502280374029E-6
"thinnest";1.7992796242094489E-6
"self";1.8292845000290707E-6
"lg'";1.8391393744501393E-6
"sennheiser'";1.8464503349946128E-6
"movement";1.8583365539882185E-6
"freedom";1.8583365539882185E-6
"utmost";1.8830360151147682E-6
"zoom";1.8921953216614884E-6
"hybrid";1.8988224609476148E-6
"aspect";1.9000688897926254E-6
"sold";1.924640079818728E-6
"101.2";1.941706493027412E-6
"8.1";1.9499891849514023E-6
"scan";1.9739487255076085E-6
"25.8";1.9895839909532358E-6
"exist";1.9961768311841754E-6
"810";1.9986932931412293E-6
"4.4";2.0130462298160492E-6
"playback";2.033863180745938E-6
"3.5";2.0451928475929276E-6
"most";2.0457058756571857E-6
"area";2.053484382420149E-6
"microusb";2.0573318819270756E-6
"mani";2.0707995754345207E-6
"13";2.0947100687627533E-6
"js7000";2.1166620630492725E-6
"12";2.1179848016944502E-6
"swivel";2.1471975796882653E-6
"amazon";2.159587211986302E-6
"compli";2.215866348405631E-6
"custom";2.229071746056438E-6
"citi";2.2560724153259127E-6
"assur";2.2878271809187185E-6
"activ";2.3302731746062264E-6
"finger";2.3348259251527006E-6
"37";2.3508273156447324E-6
"minimum";2.357548777911654E-6
"result";2.3599212759083804E-6
"dedic";2.3971715538417815E-6
"event";2.422445708930238E-6
"28.1";2.4279300727522795E-6
"develop";2.4551756118759942E-6
"stock";2.4647802222500705E-6
"tuner";2.4661623768865658E-6
"across";2.4765771374868437E-6
"li";2.4882781829733275E-6
"safe";2.4930930761281355E-6
"duti";2.506382939431361E-6
"matt";2.5415763896326575E-6
"base";2.565774827717788E-6
"bud";2.571519157114745E-6
"dark";2.5738806725141526E-6
"period";2.6037586290546515E-6
"platform";2.6093022181374395E-6
"board";2.609305394207957E-6
"flex";2.6100788204086456E-6
"safari";2.6153424628801852E-6
"experienc";2.623578488534416E-6
"imageri";2.623578488534416E-6
"intric";2.623578488534416E-6
"silver";2.6258079602234613E-6
"simpli";2.6282229018733533E-6
"61.1";2.6786546264181673E-6
"aerospac";2.6802999247805554E-6
"ingeni";2.6802999247805554E-6
"appli";2.6802999247805554E-6
"hd800";2.6802999247805554E-6
"youll";2.7138943509219873E-6
"e";2.730914339998025E-6
"upon";2.756484968337844E-6
"umt";2.7571742387208237E-6
"g4";2.763740537976237E-6
"maximum";2.7720220935160966E-6
"hdr";2.77206551669532E-6
"refin";2.776846551527895E-6
"ergonom";2.7964428071539254E-6
"certif";2.835679171701852E-6
"sensor";2.8563800423362794E-6
"tag";2.8669249240929E-6
"wear";2.8729042199544547E-6
"touchpad";2.9231044691811977E-6
"filter";2.9541920765156077E-6
"kit";2.9907863201736703E-6
"fulli";3.0067604669550005E-6
"link";3.018752970476799E-6
"tweeter";3.0322872783261623E-6
"diagon";3.032683917940436E-6
"size";3.0397341103206377E-6
"30.9";3.060715002068621E-6
"onstag";3.0747369798439506E-6
"deeper";3.1342040444513257E-6
"util";3.1371715405676195E-6
"timer";3.169397860816256E-6
"28.2";3.172079189832659E-6
"21";3.191307828735203E-6
"revolut";3.198563462519333E-6
"join";3.198563462519333E-6
"128";3.211390095010195E-6
"clock";3.2163493953561796E-6
"4.5";3.222308399296759E-6
"track";3.2238173422634298E-6
"busi";3.2424280371609257E-6
"consist";3.2429501593607846E-6
"style";3.2775727656807193E-6
"90";3.2854338351652815E-6
"separ";3.2886793320084656E-6
"choic";3.312244763455154E-6
"reach";3.3163394731086475E-6
"prevent";3.3245228906646565E-6
"end";3.3420202850838776E-6
"grado";3.344078895111124E-6
"fold";3.3526219962866153E-6
"harman";3.356524721940743E-6
"brows";3.3585541220388735E-6
"combin";3.3785082796819682E-6
"truli";3.3855470823902496E-6
"snap";3.4183069603740436E-6
"mw";3.4214346244443884E-6
"35.2";3.422483881348405E-6
"multitouch";3.444078694138028E-6
"elimin";3.4442170613409773E-6
"radio";3.4520171718637117E-6
"fm";3.4520171718637117E-6
"fun";3.478088575778449E-6
"plastic";3.534897477654023E-6
"tip";3.543753863544455E-6
"fingertip";3.5540652030753204E-6
"contain";3.556057396449272E-6
"spectrum";3.5562970341249486E-6
"1.5ghz";3.57159902724507E-6
"mp2";3.57494002494735E-6
"ra";3.57494002494735E-6
"aluminium";3.5783002492600913E-6
"fast";3.5845356390504734E-6
"accuraci";3.587117198018859E-6
"28.3";3.5889691186913363E-6
"29.1";3.5935175116981856E-6
"tablet";3.5998974110464793E-6
"charger";3.601602789616719E-6
"demand";3.6222628653284628E-6
"band";3.6311691879436906E-6
"compar";3.6331466628601464E-6
"extra";3.6359387040399427E-6
"hour";3.641978019752832E-6
"drawn";3.677971641194871E-6
"uhd";3.6801005474778004E-6
"ideal";3.6840136182085826E-6
"128gb";3.70977144755719E-6
"64.5";3.7109631388018705E-6
"67.5";3.7335767444110994E-6
"night";3.7559400642936955E-6
"progress";3.7675854744898592E-6
"within";3.7685338625400265E-6
"48";3.7907288945645407E-6
"direct";3.7912768964916887E-6
"those";3.800593279798638E-6
"eleg";3.846589564409069E-6
"sync";3.847352087006581E-6
"schedul";3.847352087006581E-6
"weather";3.847352087006581E-6
"redefin";3.898786561581935E-6
"lifelik";3.909930882453876E-6
"thinner";3.9250811509742585E-6
"lighter";3.9250811509742585E-6
"spare";3.9284840237764E-6
"whole";3.9328137892064344E-6
"57.1";3.951457170366102E-6
"you'll";3.957406566537262E-6
"expect";3.961651485765738E-6
"accessori";3.968506549702918E-6
"dj";3.986062593915388E-6
"devic";3.997757710666938E-6
"800";4.0554139559736534E-6
"essenti";4.061704790221383E-6
"guid";4.084774613142411E-6
"57.6";4.109564699228321E-6
"reinvent";4.128427430829608E-6
"signatur";4.1338246980320015E-6
"search";4.151604273454606E-6
"chat";4.168978771418712E-6
"mean";4.170066225804452E-6
"kei";4.193822584560926E-6
"57.5";4.195655589719037E-6
"ac3";4.236251638889974E-6
"he";4.236251638889974E-6
"energi";4.272308359889749E-6
"detect";4.282033814290337E-6
"task";4.284683106235004E-6
"mail";4.29431994639626E-6
"here";4.29431994639626E-6
"integr";4.299086667325288E-6
"degre";4.30728575335083E-6
"new";4.325947690695785E-6
"rose";4.335166986197715E-6
"mmcx";4.346942147426605E-6
"punchi";4.349143282594836E-6
"31.5";4.349277526026528E-6
"ju6700";4.358014598357199E-6
"program";4.365108657228644E-6
"2.5";4.370939431469316E-6
"carri";4.3729898408005705E-6
"18";4.381380206341587E-6
"doubl";4.3891881805449125E-6
"put";4.3929875661896135E-6
"equip";4.471780120052574E-6
"e.a.r";4.484017341060791E-6
"semi";4.5023181050179995E-6
"left";4.526667599456867E-6
"2000";4.5284187129799695E-6
"ultim";4.538164495816385E-6
"add";4.558188787050259E-6
"onboard";4.560445406283169E-6
"servic";4.576524836199733E-6
"each";4.578650164859975E-6
"jpeg";4.581368288304071E-6
"ipod";4.604185010234629E-6
"slimmest";4.612022526065407E-6
"65x900c";4.614208927333774E-6
"solid";4.6254719935664545E-6
"h1511";4.6276411374279736E-6
"condit";4.629182268825612E-6
"analog";4.631788213322902E-6
"5s";4.646937861651359E-6
"extens";4.66682006574768E-6
"fastest";4.668333757955508E-6
"x850d";4.672081269016526E-6
"pre";4.678868298866549E-6
"render";4.687256243778688E-6
"sit";4.6882993492889345E-6
"whether";4.689445333917741E-6
"lifetim";4.735659133629628E-6
"48.8";4.752278760600159E-6
"depict";4.7579829790175075E-6
"panorama";4.7597475391588425E-6
"2.4";4.759915262198496E-6
"5.43";4.783407436975717E-6
"air";4.796204346864787E-6
"53.6";4.799771746974912E-6
"straight";4.9301299969040785E-6
"applic";4.937415934510355E-6
"veri";4.938880070987202E-6
"shop";4.939011243267196E-6
"give";4.94151717055438E-6
"boast";4.941941652732154E-6
"360";4.982538775830103E-6
"mini";5.001639408237649E-6
"2560";5.054220654531101E-6
"cancel";5.058735061440919E-6
"36.5";5.06390950779788E-6
"life";5.076087641642624E-6
"cut";5.098110190080226E-6
"w";5.117074026552397E-6
"960";5.119977781396583E-6
"along";5.1335356103151135E-6
"densiti";5.1385741432600714E-6
"interact";5.173729528001186E-6
"1200";5.177614091736969E-6
"case";5.1899403930455055E-6
"1700";5.206877029862583E-6
"nano";5.2075025028883865E-6
"who";5.209628646368975E-6
"individu";5.214744373767871E-6
"30.3";5.245244266849987E-6
"addit";5.329319592225069E-6
"seen";5.330852516589879E-6
"musician";5.33194530992747E-6
"hous";5.334975210228543E-6
"front";5.345139693445746E-6
"paint";5.345429841964455E-6
"pop";5.366086965911083E-6
"vibranc";5.366086965911083E-6
"push";5.366179539476089E-6
"p";5.3893238013470434E-6
"tripl";5.3897114074769395E-6
"flang";5.3897114074769395E-6
"adreno";5.391185980297341E-6
"scale";5.397842434601428E-6
"answer";5.415651776477248E-6
"27.6";5.426471900765208E-6
"t";5.4316281878795045E-6
"reduct";5.447764613325817E-6
"line";5.452339633293523E-6
"mount";5.455959943458512E-6
"brown";5.4703992472119375E-6
"compact";5.494093873942784E-6
"neodymium";5.496183145414432E-6
"hardwar";5.509133209406075E-6
"reveal";5.532943836631701E-6
"dustproof";5.532975654192542E-6
"aluminum";5.549873009479036E-6
"magnet";5.5607607334254205E-6
"long";5.566410151012688E-6
"member";5.569164521318593E-6
"match";5.574817724790746E-6
"rich";5.582936616864604E-6
"onc";5.586484264877897E-6
"adaptor";5.587764760455417E-6
"balanc";5.589032557356405E-6
"reproduc";5.616533665387877E-6
"platinum";5.618446733954285E-6
"pc";5.627622963400014E-6
"gpr";5.628886519602087E-6
"delight";5.643078928319984E-6
"43";5.646341473422177E-6
"advanc";5.661236458055981E-6
"rug";5.66257886406664E-6
"univers";5.663855500774107E-6
"outstand";5.671590287449198E-6
"configur";5.7042400322011855E-6
"remain";5.7108249654352905E-6
"m9";5.7260920030225565E-6
"64x";5.727638457165577E-6
"5c";5.740248789613649E-6
"chip";5.740416772152931E-6
"44.4";5.7693901050483946E-6
"perfectli";5.7696792749376E-6
"televis";5.77112490044785E-6
"process";5.806698714275855E-6
"2x";5.8344753114861864E-6
"ipad";5.843494595245136E-6
"dock";5.897804021533313E-6
"off";5.899329879986465E-6
"pro";5.904317711707514E-6
"textur";5.947655335402415E-6
"k";5.992048984666061E-6
